order_id,order_date,supplier,category,quantity,unit_price,promised_days,actual_days,defects,status,warehouse,revenue,on_time,month,month_name,year,quarter
1037,2024-06-10 00:00:00,Supplier B,Apparel,194,732.1,5,13,17,Delivered,Hyderabad,142027.4,0,2024-06,Jun 2024,2024,Q2
1038,2024-06-10 06:00:00,Supplier A,Finished Goods,15,1731.87,4,12,13,Delivered,Chennai,25978.05,0,2024-06,Jun 2024,2024,Q2
1039,2024-06-10 12:00:00,Supplier D,Electronics,215,504.49,7,4,18,Delivered,Hyderabad,108465.35,1,2024-06,Jun 2024,2024,Q2
1040,2024-06-10 18:00:00,Supplier C,Packaging,41,1405.62,6,11,13,Delivered,Delhi,57630.42,0,2024-06,Jun 2024,2024,Q2
1041,2024-06-11 00:00:00,Supplier A,Packaging,108,1277.78,7,10,7,Delivered,Mumbai,138000.24,0,2024-06,Jun 2024,2024,Q2
1042,2024-06-11 06:00:00,Supplier C,Electronics,403,1733.79,9,8,16,Delivered,Hyderabad,698717.37,1,2024-06,Jun 2024,2024,Q2
1043,2024-06-11 12:00:00,Supplier A,Finished Goods,396,307.96,7,2,2,Delivered,Delhi,121952.16,1,2024-06,Jun 2024,2024,Q2
1044,2024-06-11 18:00:00,Supplier E,Raw Materials,265,1956.3,6,4,9,Delivered,Chennai,518419.5,1,2024-06,Jun 2024,2024,Q2
1045,2024-06-12 00:00:00,Supplier B,Electronics,196,1186.13,9,13,16,Delivered,Hyderabad,232481.48,0,2024-06,Jun 2024,2024,Q2
1046,2024-06-12 06:00:00,Supplier D,Finished Goods,85,1991.17,6,3,10,Delivered,Delhi,169249.45,1,2024-06,Jun 2024,2024,Q2
1047,2024-06-12 12:00:00,Supplier B,Electronics,186,1827.45,8,2,7,Delivered,Hyderabad,339905.7,1,2024-06,Jun 2024,2024,Q2
1048,2024-06-12 18:00:00,Supplier C,Electronics,324,481.96,6,10,0,Pending,Chennai,156155.04,0,2024-06,Jun 2024,2024,Q2
1049,2024-06-13 00:00:00,Supplier C,Apparel,296,159.52,4,9,12,Cancelled,Mumbai,47217.92,0,2024-06,Jun 2024,2024,Q2
1050,2024-06-13 06:00:00,Supplier A,Finished Goods,358,548.5,3,6,3,Delivered,Hyderabad,196363.0,0,2024-06,Jun 2024,2024,Q2
1051,2024-06-13 12:00:00,Supplier E,Raw Materials,264,1078.75,8,12,6,Delivered,Mumbai,284790.0,0,2024-06,Jun 2024,2024,Q2
1052,2024-06-13 18:00:00,Supplier D,Apparel,334,384.61,8,13,13,Delivered,Hyderabad,128459.74,0,2024-06,Jun 2024,2024,Q2
1053,2024-06-14 00:00:00,Supplier E,Electronics,199,376.55,3,3,4,Delivered,Hyderabad,74933.45,1,2024-06,Jun 2024,2024,Q2
1054,2024-06-14 06:00:00,Supplier E,Electronics,317,952.06,8,2,10,Delivered,Chennai,301803.02,1,2024-06,Jun 2024,2024,Q2
1055,2024-06-14 12:00:00,Supplier C,Electronics,354,114.87,6,8,16,Pending,Hyderabad,40663.98,0,2024-06,Jun 2024,2024,Q2
1056,2024-06-14 18:00:00,Supplier E,Finished Goods,136,287.68,7,12,4,Delivered,Delhi,39124.48,0,2024-06,Jun 2024,2024,Q2
1057,2024-06-15 00:00:00,Supplier A,Finished Goods,434,860.93,5,12,19,Cancelled,Delhi,373643.62,0,2024-06,Jun 2024,2024,Q2
1058,2024-06-15 06:00:00,Supplier A,Apparel,296,173.1,6,3,2,Delivered,Mumbai,51237.6,1,2024-06,Jun 2024,2024,Q2
1059,2024-06-15 12:00:00,Supplier A,Raw Materials,263,823.67,9,2,4,Delivered,Mumbai,216625.21,1,2024-06,Jun 2024,2024,Q2
1060,2024-06-15 18:00:00,Supplier B,Apparel,222,974.31,9,3,14,Delivered,Delhi,216296.82,1,2024-06,Jun 2024,2024,Q2
1061,2024-06-16 00:00:00,Supplier B,Packaging,259,929.97,7,8,18,Pending,Mumbai,240862.23,0,2024-06,Jun 2024,2024,Q2
1062,2024-06-16 06:00:00,Supplier B,Electronics,93,1744.89,7,8,15,Delivered,Mumbai,162274.77,0,2024-06,Jun 2024,2024,Q2
1063,2024-06-16 12:00:00,Supplier D,Electronics,496,1083.62,8,11,7,Delivered,Delhi,537475.52,0,2024-06,Jun 2024,2024,Q2
1064,2024-06-16 18:00:00,Supplier B,Electronics,392,962.56,4,7,12,Pending,Delhi,377323.52,0,2024-06,Jun 2024,2024,Q2
1065,2024-06-17 00:00:00,Supplier B,Apparel,415,850.88,4,6,15,Delivered,Delhi,353115.2,0,2024-06,Jun 2024,2024,Q2
1066,2024-06-17 06:00:00,Supplier C,Apparel,397,1644.37,8,4,2,Delivered,Chennai,652814.89,1,2024-06,Jun 2024,2024,Q2
1067,2024-06-17 12:00:00,Supplier A,Electronics,22,1795.36,8,13,0,Delivered,Chennai,39497.92,0,2024-06,Jun 2024,2024,Q2
1068,2024-06-17 18:00:00,Supplier D,Apparel,54,1713.82,3,4,8,Delivered,Delhi,92546.28,0,2024-06,Jun 2024,2024,Q2
1069,2024-06-18 00:00:00,Supplier A,Finished Goods,136,1363.42,3,12,8,Delivered,Hyderabad,185425.12,0,2024-06,Jun 2024,2024,Q2
1070,2024-06-18 06:00:00,Supplier E,Finished Goods,435,317.86,5,13,16,Delivered,Delhi,138269.1,0,2024-06,Jun 2024,2024,Q2
1071,2024-06-18 12:00:00,Supplier D,Apparel,123,589.9,5,10,1,Delivered,Chennai,72557.7,0,2024-06,Jun 2024,2024,Q2
1072,2024-06-18 18:00:00,Supplier A,Electronics,442,139.82,5,5,8,Delivered,Mumbai,61800.44,1,2024-06,Jun 2024,2024,Q2
1073,2024-06-19 00:00:00,Supplier A,Apparel,285,1865.11,5,10,18,Delivered,Hyderabad,531556.35,0,2024-06,Jun 2024,2024,Q2
1074,2024-06-19 06:00:00,Supplier D,Apparel,214,1338.56,7,5,12,Delivered,Hyderabad,286451.84,1,2024-06,Jun 2024,2024,Q2
1075,2024-06-19 12:00:00,Supplier D,Apparel,346,1505.41,7,3,4,Pending,Mumbai,520871.86,1,2024-06,Jun 2024,2024,Q2
1076,2024-06-19 18:00:00,Supplier D,Packaging,447,657.56,3,5,8,Pending,Hyderabad,293929.32,0,2024-06,Jun 2024,2024,Q2
1077,2024-06-20 00:00:00,Supplier D,Finished Goods,429,1699.02,4,7,12,Delivered,Mumbai,728879.58,0,2024-06,Jun 2024,2024,Q2
1078,2024-06-20 06:00:00,Supplier A,Raw Materials,490,556.23,8,7,0,Delivered,Chennai,272552.7,1,2024-06,Jun 2024,2024,Q2
1079,2024-06-20 12:00:00,Supplier B,Raw Materials,394,53.21,9,6,14,Delivered,Hyderabad,20964.74,1,2024-06,Jun 2024,2024,Q2
1080,2024-06-20 18:00:00,Supplier A,Packaging,408,784.01,4,2,3,Delivered,Hyderabad,319876.08,1,2024-06,Jun 2024,2024,Q2
1081,2024-06-21 00:00:00,Supplier E,Apparel,470,1162.98,6,4,3,Delivered,Mumbai,546600.6,1,2024-06,Jun 2024,2024,Q2
1082,2024-06-21 06:00:00,Supplier C,Packaging,282,983.47,7,6,19,Delivered,Mumbai,277338.54,1,2024-06,Jun 2024,2024,Q2
1083,2024-06-21 12:00:00,Supplier B,Packaging,417,1731.05,5,7,9,Delivered,Chennai,721847.85,0,2024-06,Jun 2024,2024,Q2
1084,2024-06-21 18:00:00,Supplier A,Electronics,67,255.54,5,2,5,Delivered,Mumbai,17121.18,1,2024-06,Jun 2024,2024,Q2
1085,2024-06-22 00:00:00,Supplier B,Finished Goods,337,1129.96,6,10,11,Delivered,Mumbai,380796.52,0,2024-06,Jun 2024,2024,Q2
1086,2024-06-22 06:00:00,Supplier B,Raw Materials,228,1050.31,4,4,19,Delivered,Chennai,239470.68,1,2024-06,Jun 2024,2024,Q2
1087,2024-06-22 12:00:00,Supplier D,Apparel,118,598.72,5,11,15,Delivered,Delhi,70648.96,0,2024-06,Jun 2024,2024,Q2
1088,2024-06-22 18:00:00,Supplier C,Raw Materials,288,1653.34,4,4,2,Delivered,Delhi,476161.92,1,2024-06,Jun 2024,2024,Q2
1089,2024-06-23 00:00:00,Supplier E,Raw Materials,183,1518.05,8,12,13,Delivered,Mumbai,277803.15,0,2024-06,Jun 2024,2024,Q2
1090,2024-06-23 06:00:00,Supplier C,Finished Goods,337,1479.08,6,3,0,Pending,Chennai,498449.96,1,2024-06,Jun 2024,2024,Q2
1091,2024-06-23 12:00:00,Supplier A,Raw Materials,273,1758.58,9,9,9,Delivered,Delhi,480092.34,1,2024-06,Jun 2024,2024,Q2
1092,2024-06-23 18:00:00,Supplier D,Raw Materials,324,1459.43,4,4,14,Delivered,Chennai,472855.32,1,2024-06,Jun 2024,2024,Q2
1093,2024-06-24 00:00:00,Supplier D,Packaging,483,502.09,8,7,6,Delivered,Mumbai,242509.47,1,2024-06,Jun 2024,2024,Q2
1094,2024-06-24 06:00:00,Supplier C,Finished Goods,120,1425.85,4,3,3,Delivered,Mumbai,171102.0,1,2024-06,Jun 2024,2024,Q2
1095,2024-06-24 12:00:00,Supplier D,Electronics,196,650.02,4,8,13,Delivered,Chennai,127403.92,0,2024-06,Jun 2024,2024,Q2
1096,2024-06-24 18:00:00,Supplier C,Apparel,278,522.24,5,5,15,Delivered,Hyderabad,145182.72,1,2024-06,Jun 2024,2024,Q2
1097,2024-06-25 00:00:00,Supplier C,Raw Materials,432,192.36,3,10,13,Delivered,Mumbai,83099.52,0,2024-06,Jun 2024,2024,Q2
1098,2024-06-25 06:00:00,Supplier C,Apparel,238,1500.86,7,11,2,Delivered,Mumbai,357204.68,0,2024-06,Jun 2024,2024,Q2
1099,2024-06-25 12:00:00,Supplier A,Electronics,165,1436.45,4,10,16,Delivered,Mumbai,237014.25,0,2024-06,Jun 2024,2024,Q2
1100,2024-06-25 18:00:00,Supplier A,Apparel,482,507.27,4,8,13,Delivered,Mumbai,244504.14,0,2024-06,Jun 2024,2024,Q2
1101,2024-06-26 00:00:00,Supplier A,Electronics,198,1511.29,4,13,17,Delivered,Chennai,299235.42,0,2024-06,Jun 2024,2024,Q2
1102,2024-06-26 06:00:00,Supplier C,Packaging,281,1839.79,3,9,2,Pending,Chennai,516980.99,0,2024-06,Jun 2024,2024,Q2
1103,2024-06-26 12:00:00,Supplier B,Raw Materials,384,260.66,8,4,18,Delivered,Chennai,100093.44,1,2024-06,Jun 2024,2024,Q2
1104,2024-06-26 18:00:00,Supplier C,Electronics,11,503.64,9,12,2,Delivered,Chennai,5540.04,0,2024-06,Jun 2024,2024,Q2
1105,2024-06-27 00:00:00,Supplier E,Apparel,255,1513.01,9,6,11,Delivered,Hyderabad,385817.55,1,2024-06,Jun 2024,2024,Q2
1106,2024-06-27 06:00:00,Supplier A,Raw Materials,219,585.29,6,3,4,Delivered,Chennai,128178.51,1,2024-06,Jun 2024,2024,Q2
1107,2024-06-27 12:00:00,Supplier C,Packaging,410,1268.09,5,11,9,Delivered,Chennai,519916.9,0,2024-06,Jun 2024,2024,Q2
1108,2024-06-27 18:00:00,Supplier D,Raw Materials,295,208.27,3,8,8,Delivered,Mumbai,61439.65,0,2024-06,Jun 2024,2024,Q2
1109,2024-06-28 00:00:00,Supplier A,Electronics,368,931.79,8,9,0,Delivered,Hyderabad,342898.72,0,2024-06,Jun 2024,2024,Q2
1110,2024-06-28 06:00:00,Supplier A,Packaging,22,1491.23,4,10,12,Delivered,Mumbai,32807.06,0,2024-06,Jun 2024,2024,Q2
1111,2024-06-28 12:00:00,Supplier B,Apparel,105,1388.7,8,12,2,Pending,Hyderabad,145813.5,0,2024-06,Jun 2024,2024,Q2
1112,2024-06-28 18:00:00,Supplier A,Packaging,230,1639.39,3,12,18,Delivered,Delhi,377059.7,0,2024-06,Jun 2024,2024,Q2
1113,2024-06-29 00:00:00,Supplier E,Packaging,247,1761.03,3,8,10,Delivered,Hyderabad,434974.41,0,2024-06,Jun 2024,2024,Q2
1114,2024-06-29 06:00:00,Supplier D,Finished Goods,103,1557.71,3,11,15,Delivered,Hyderabad,160444.13,0,2024-06,Jun 2024,2024,Q2
1115,2024-06-29 12:00:00,Supplier C,Packaging,347,1359.6,6,11,5,Delivered,Mumbai,471781.2,0,2024-06,Jun 2024,2024,Q2
1116,2024-06-29 18:00:00,Supplier E,Packaging,278,111.86,7,9,2,Delivered,Hyderabad,31097.08,0,2024-06,Jun 2024,2024,Q2
1117,2024-06-30 00:00:00,Supplier D,Raw Materials,180,1093.19,5,13,18,Cancelled,Hyderabad,196774.2,0,2024-06,Jun 2024,2024,Q2
1118,2024-06-30 06:00:00,Supplier A,Apparel,478,123.51,6,10,5,Delivered,Mumbai,59037.78,0,2024-06,Jun 2024,2024,Q2
1119,2024-06-30 12:00:00,Supplier E,Raw Materials,103,1625.73,6,7,7,Delivered,Delhi,167450.19,0,2024-06,Jun 2024,2024,Q2
1120,2024-06-30 18:00:00,Supplier C,Raw Materials,158,675.41,7,13,12,Cancelled,Delhi,106714.78,0,2024-06,Jun 2024,2024,Q2
1121,2024-07-01 00:00:00,Supplier D,Electronics,121,1146.74,6,13,11,Delivered,Delhi,138755.54,0,2024-07,Jul 2024,2024,Q3
1122,2024-07-01 06:00:00,Supplier E,Raw Materials,64,594.92,3,11,9,Delivered,Hyderabad,38074.88,0,2024-07,Jul 2024,2024,Q3
1123,2024-07-01 12:00:00,Supplier B,Finished Goods,346,1575.88,3,3,2,Delivered,Mumbai,545254.48,1,2024-07,Jul 2024,2024,Q3
1124,2024-07-01 18:00:00,Supplier A,Finished Goods,433,1778.68,8,3,3,Delivered,Delhi,770168.44,1,2024-07,Jul 2024,2024,Q3
1125,2024-07-02 00:00:00,Supplier A,Electronics,476,827.35,4,5,0,Delivered,Delhi,393818.6,0,2024-07,Jul 2024,2024,Q3
1126,2024-07-02 06:00:00,Supplier C,Apparel,125,1732.7,6,10,12,Delivered,Delhi,216587.5,0,2024-07,Jul 2024,2024,Q3
1127,2024-07-02 12:00:00,Supplier D,Apparel,152,570.8,4,8,3,Delivered,Delhi,86761.6,0,2024-07,Jul 2024,2024,Q3
1128,2024-07-02 18:00:00,Supplier E,Raw Materials,210,1092.59,5,3,10,Delivered,Mumbai,229443.9,1,2024-07,Jul 2024,2024,Q3
1129,2024-07-03 00:00:00,Supplier A,Raw Materials,189,1724.58,9,9,18,Delivered,Delhi,325945.62,1,2024-07,Jul 2024,2024,Q3
1130,2024-07-03 06:00:00,Supplier C,Raw Materials,211,685.47,3,12,10,Delivered,Hyderabad,144634.17,0,2024-07,Jul 2024,2024,Q3
1131,2024-07-03 12:00:00,Supplier C,Apparel,373,1910.38,8,8,11,Delivered,Hyderabad,712571.74,1,2024-07,Jul 2024,2024,Q3
1132,2024-07-03 18:00:00,Supplier A,Packaging,488,287.67,5,10,10,Delivered,Mumbai,140382.96,0,2024-07,Jul 2024,2024,Q3
1133,2024-07-04 00:00:00,Supplier A,Finished Goods,62,85.64,8,9,5,Delivered,Chennai,5309.68,0,2024-07,Jul 2024,2024,Q3
1134,2024-07-04 06:00:00,Supplier B,Packaging,480,1813.06,9,4,11,Delivered,Delhi,870268.8,1,2024-07,Jul 2024,2024,Q3
1135,2024-07-04 12:00:00,Supplier E,Packaging,393,183.86,9,2,8,Delivered,Delhi,72256.98,1,2024-07,Jul 2024,2024,Q3
1136,2024-07-04 18:00:00,Supplier B,Apparel,189,1984.18,7,3,9,Cancelled,Hyderabad,375010.02,1,2024-07,Jul 2024,2024,Q3
1137,2024-07-05 00:00:00,Supplier C,Packaging,423,1905.22,3,3,2,Delivered,Mumbai,805908.06,1,2024-07,Jul 2024,2024,Q3
1138,2024-07-05 06:00:00,Supplier D,Electronics,426,317.19,5,5,2,Delivered,Chennai,135122.94,1,2024-07,Jul 2024,2024,Q3
1139,2024-07-05 12:00:00,Supplier B,Raw Materials,322,1098.29,7,7,19,Pending,Hyderabad,353649.38,1,2024-07,Jul 2024,2024,Q3
1140,2024-07-05 18:00:00,Supplier E,Electronics,317,410.59,9,5,15,Delivered,Chennai,130157.03,1,2024-07,Jul 2024,2024,Q3
1141,2024-07-06 00:00:00,Supplier E,Finished Goods,146,884.9,5,10,2,Delivered,Mumbai,129195.4,0,2024-07,Jul 2024,2024,Q3
1142,2024-07-06 06:00:00,Supplier B,Raw Materials,191,169.78,8,5,9,Delivered,Mumbai,32427.98,1,2024-07,Jul 2024,2024,Q3
1143,2024-07-06 12:00:00,Supplier C,Packaging,376,486.65,7,7,10,Delivered,Mumbai,182980.4,1,2024-07,Jul 2024,2024,Q3
1144,2024-07-06 18:00:00,Supplier B,Finished Goods,10,758.38,7,7,7,Delivered,Hyderabad,7583.8,1,2024-07,Jul 2024,2024,Q3
1145,2024-07-07 00:00:00,Supplier B,Raw Materials,53,905.36,3,11,5,Delivered,Mumbai,47984.08,0,2024-07,Jul 2024,2024,Q3
1146,2024-07-07 06:00:00,Supplier A,Packaging,236,1956.12,4,12,19,Delivered,Hyderabad,461644.32,0,2024-07,Jul 2024,2024,Q3
1147,2024-07-07 12:00:00,Supplier C,Electronics,340,1625.34,8,11,10,Delivered,Hyderabad,552615.6,0,2024-07,Jul 2024,2024,Q3
1148,2024-07-07 18:00:00,Supplier C,Raw Materials,107,1487.95,8,2,11,Delivered,Delhi,159210.65,1,2024-07,Jul 2024,2024,Q3
1149,2024-07-08 00:00:00,Supplier A,Packaging,217,1097.23,7,9,15,Delivered,Hyderabad,238098.91,0,2024-07,Jul 2024,2024,Q3
1150,2024-07-08 06:00:00,Supplier B,Electronics,274,1688.0,7,13,17,Delivered,Hyderabad,462512.0,0,2024-07,Jul 2024,2024,Q3
1151,2024-07-08 12:00:00,Supplier E,Finished Goods,297,711.68,3,4,12,Delivered,Delhi,211368.96,0,2024-07,Jul 2024,2024,Q3
1152,2024-07-08 18:00:00,Supplier A,Finished Goods,280,1432.35,4,7,2,Pending,Chennai,401058.0,0,2024-07,Jul 2024,2024,Q3
1153,2024-07-09 00:00:00,Supplier A,Finished Goods,149,1987.88,8,4,14,Delivered,Delhi,296194.12,1,2024-07,Jul 2024,2024,Q3
1154,2024-07-09 06:00:00,Supplier C,Finished Goods,490,663.53,9,12,13,Delivered,Delhi,325129.7,0,2024-07,Jul 2024,2024,Q3
1155,2024-07-09 12:00:00,Supplier E,Apparel,246,1364.33,6,3,17,Delivered,Mumbai,335625.18,1,2024-07,Jul 2024,2024,Q3
1156,2024-07-09 18:00:00,Supplier A,Raw Materials,471,1696.41,6,6,13,Pending,Mumbai,799009.11,1,2024-07,Jul 2024,2024,Q3
1157,2024-07-10 00:00:00,Supplier D,Raw Materials,450,1835.82,4,2,4,Delivered,Delhi,826119.0,1,2024-07,Jul 2024,2024,Q3
1158,2024-07-10 06:00:00,Supplier D,Apparel,401,1449.97,5,10,13,Delivered,Mumbai,581437.97,0,2024-07,Jul 2024,2024,Q3
1159,2024-07-10 12:00:00,Supplier A,Packaging,81,603.04,3,12,7,Cancelled,Delhi,48846.24,0,2024-07,Jul 2024,2024,Q3
1160,2024-07-10 18:00:00,Supplier D,Packaging,164,686.25,4,8,14,Cancelled,Mumbai,112545.0,0,2024-07,Jul 2024,2024,Q3
1161,2024-07-11 00:00:00,Supplier B,Finished Goods,199,90.48,6,4,14,Delivered,Hyderabad,18005.52,1,2024-07,Jul 2024,2024,Q3
1162,2024-07-11 06:00:00,Supplier C,Electronics,277,1533.73,7,5,18,Delivered,Mumbai,424843.21,1,2024-07,Jul 2024,2024,Q3
1163,2024-07-11 12:00:00,Supplier C,Packaging,330,133.34,6,7,19,Delivered,Mumbai,44002.2,0,2024-07,Jul 2024,2024,Q3
1164,2024-07-11 18:00:00,Supplier C,Electronics,116,1736.07,7,4,5,Pending,Hyderabad,201384.12,1,2024-07,Jul 2024,2024,Q3
1165,2024-07-12 00:00:00,Supplier A,Raw Materials,241,281.39,3,13,18,Delivered,Delhi,67814.99,0,2024-07,Jul 2024,2024,Q3
1166,2024-07-12 06:00:00,Supplier D,Electronics,51,385.16,7,8,7,Cancelled,Mumbai,19643.16,0,2024-07,Jul 2024,2024,Q3
1167,2024-07-12 12:00:00,Supplier B,Raw Materials,199,979.23,4,7,5,Delivered,Mumbai,194866.77,0,2024-07,Jul 2024,2024,Q3
1168,2024-07-12 18:00:00,Supplier A,Apparel,380,1488.87,7,10,19,Delivered,Hyderabad,565770.6,0,2024-07,Jul 2024,2024,Q3
1169,2024-07-13 00:00:00,Supplier A,Apparel,148,321.05,5,13,14,Delivered,Hyderabad,47515.4,0,2024-07,Jul 2024,2024,Q3
1170,2024-07-13 06:00:00,Supplier C,Finished Goods,112,908.14,4,6,2,Delivered,Hyderabad,101711.68,0,2024-07,Jul 2024,2024,Q3
1171,2024-07-13 12:00:00,Supplier D,Packaging,180,991.56,3,5,9,Delivered,Chennai,178480.8,0,2024-07,Jul 2024,2024,Q3
1172,2024-07-13 18:00:00,Supplier A,Finished Goods,360,463.96,4,4,14,Delivered,Hyderabad,167025.6,1,2024-07,Jul 2024,2024,Q3
1173,2024-07-14 00:00:00,Supplier C,Raw Materials,282,275.34,5,11,15,Delivered,Delhi,77645.88,0,2024-07,Jul 2024,2024,Q3
1174,2024-07-14 06:00:00,Supplier A,Finished Goods,490,1681.02,3,2,16,Delivered,Mumbai,823699.8,1,2024-07,Jul 2024,2024,Q3
1175,2024-07-14 12:00:00,Supplier C,Electronics,425,1029.81,6,4,18,Delivered,Mumbai,437669.25,1,2024-07,Jul 2024,2024,Q3
1176,2024-07-14 18:00:00,Supplier A,Raw Materials,230,78.04,5,4,10,Delivered,Chennai,17949.2,1,2024-07,Jul 2024,2024,Q3
1177,2024-07-15 00:00:00,Supplier D,Apparel,222,1615.81,3,8,15,Delivered,Mumbai,358709.82,0,2024-07,Jul 2024,2024,Q3
1178,2024-07-15 06:00:00,Supplier B,Packaging,350,1962.55,9,8,4,Delivered,Mumbai,686892.5,1,2024-07,Jul 2024,2024,Q3
1179,2024-07-15 12:00:00,Supplier E,Raw Materials,433,1231.56,7,13,4,Delivered,Delhi,533265.48,0,2024-07,Jul 2024,2024,Q3
